+------------+--------------------+--------------------+--------------------------+---------------------+-----------------------------+---------------------------+
| Run Number | Disk.mdot(msol/yr) | Wind.mdot(msol/yr) | KWD.d(in_units_of_rstar) | KWD.mdot_r_exponent | KWD.acceleration_length(cm) | KWD.acceleration_exponent |
|    454     |     1.000e-08      |     3.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+09          |         1.500e+00         |
|    455     |     1.000e-08      |     3.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+09          |         4.500e+00         |
|    456     |     1.000e-08      |     3.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+10          |         5.000e-01         |
|    457     |     1.000e-08      |     3.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+10          |         1.500e+00         |
|    458     |     1.000e-08      |     3.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+10          |         4.500e+00         |
|    459     |     1.000e-08      |     3.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+08          |         5.000e-01         |
|    460     |     1.000e-08      |     3.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+08          |         1.500e+00         |
|    461     |     1.000e-08      |     3.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+08          |         4.500e+00         |
|    462     |     1.000e-08      |     3.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+09          |         5.000e-01         |
|    463     |     1.000e-08      |     3.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+09          |         1.500e+00         |
|    464     |     1.000e-08      |     3.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+09          |         4.500e+00         |
|    465     |     1.000e-08      |     3.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+10          |         5.000e-01         |
|    466     |     1.000e-08      |     3.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+10          |         1.500e+00         |
|    467     |     1.000e-08      |     3.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+10          |         4.500e+00         |
|    468     |     1.000e-08      |     3.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+08          |         5.000e-01         |
|    469     |     1.000e-08      |     3.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+08          |         1.500e+00         |
|    470     |     1.000e-08      |     3.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+08          |         4.500e+00         |
|    471     |     1.000e-08      |     3.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+09          |         5.000e-01         |
|    472     |     1.000e-08      |     3.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+09          |         1.500e+00         |
|    473     |     1.000e-08      |     3.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+09          |         4.500e+00         |
|    474     |     1.000e-08      |     3.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+10          |         5.000e-01         |
|    475     |     1.000e-08      |     3.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+10          |         1.500e+00         |
|    476     |     1.000e-08      |     3.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+10          |         4.500e+00         |
|    477     |     1.000e-08      |     3.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+08          |         5.000e-01         |
|    478     |     1.000e-08      |     3.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+08          |         1.500e+00         |
|    479     |     1.000e-08      |     3.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+08          |         4.500e+00         |
|    480     |     1.000e-08      |     3.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+09          |         5.000e-01         |
|    481     |     1.000e-08      |     3.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+09          |         1.500e+00         |
|    482     |     1.000e-08      |     3.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+09          |         4.500e+00         |
|    483     |     1.000e-08      |     3.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+10          |         5.000e-01         |
|    484     |     1.000e-08      |     3.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+10          |         1.500e+00         |
|    485     |     1.000e-08      |     3.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+10          |         4.500e+00         |
|    486     |     3.000e-08      |     9.000e-10      |        5.500e-01         |      0.000e+00      |          7.252e+08          |         5.000e-01         |
|    487     |     3.000e-08      |     9.000e-10      |        5.500e-01         |      0.000e+00      |          7.252e+08          |         1.500e+00         |
|    488     |     3.000e-08      |     9.000e-10      |        5.500e-01         |      0.000e+00      |          7.252e+08          |         4.500e+00         |
|    489     |     3.000e-08      |     9.000e-10      |        5.500e-01         |      0.000e+00      |          7.252e+09          |         5.000e-01         |
|    490     |     3.000e-08      |     9.000e-10      |        5.500e-01         |      0.000e+00      |          7.252e+09          |         1.500e+00         |
|    491     |     3.000e-08      |     9.000e-10      |        5.500e-01         |      0.000e+00      |          7.252e+09          |         4.500e+00         |
|    492     |     3.000e-08      |     9.000e-10      |        5.500e-01         |      0.000e+00      |          7.252e+10          |         5.000e-01         |
|    493     |     3.000e-08      |     9.000e-10      |        5.500e-01         |      0.000e+00      |          7.252e+10          |         1.500e+00         |
|    494     |     3.000e-08      |     9.000e-10      |        5.500e-01         |      0.000e+00      |          7.252e+10          |         4.500e+00         |
|    495     |     3.000e-08      |     9.000e-10      |        5.500e-01         |      2.500e-01      |          7.252e+08          |         5.000e-01         |
|    496     |     3.000e-08      |     9.000e-10      |        5.500e-01         |      2.500e-01      |          7.252e+08          |         1.500e+00         |
|    497     |     3.000e-08      |     9.000e-10      |        5.500e-01         |      2.500e-01      |          7.252e+08          |         4.500e+00         |
|    498     |     3.000e-08      |     9.000e-10      |        5.500e-01         |      2.500e-01      |          7.252e+09          |         5.000e-01         |
|    499     |     3.000e-08      |     9.000e-10      |        5.500e-01         |      2.500e-01      |          7.252e+09          |         1.500e+00         |
|    500     |     3.000e-08      |     9.000e-10      |        5.500e-01         |      2.500e-01      |          7.252e+09          |         4.500e+00         |
|    501     |     3.000e-08      |     9.000e-10      |        5.500e-01         |      2.500e-01      |          7.252e+10          |         5.000e-01         |
|    502     |     3.000e-08      |     9.000e-10      |        5.500e-01         |      2.500e-01      |          7.252e+10          |         1.500e+00         |
|    503     |     3.000e-08      |     9.000e-10      |        5.500e-01         |      2.500e-01      |          7.252e+10          |         4.500e+00         |
|    504     |     3.000e-08      |     9.000e-10      |        5.500e-01         |      1.000e+00      |          7.252e+08          |         5.000e-01         |
|    505     |     3.000e-08      |     9.000e-10      |        5.500e-01         |      1.000e+00      |          7.252e+08          |         1.500e+00         |
|    506     |     3.000e-08      |     9.000e-10      |        5.500e-01         |      1.000e+00      |          7.252e+08          |         4.500e+00         |
|    507     |     3.000e-08      |     9.000e-10      |        5.500e-01         |      1.000e+00      |          7.252e+09          |         5.000e-01         |
|    508     |     3.000e-08      |     9.000e-10      |        5.500e-01         |      1.000e+00      |          7.252e+09          |         1.500e+00         |
|    509     |     3.000e-08      |     9.000e-10      |        5.500e-01         |      1.000e+00      |          7.252e+09          |         4.500e+00         |
|    510     |     3.000e-08      |     9.000e-10      |        5.500e-01         |      1.000e+00      |          7.252e+10          |         5.000e-01         |
|    511     |     3.000e-08      |     9.000e-10      |        5.500e-01         |      1.000e+00      |          7.252e+10          |         1.500e+00         |
|    512     |     3.000e-08      |     9.000e-10      |        5.500e-01         |      1.000e+00      |          7.252e+10          |         4.500e+00         |
|    513     |     3.000e-08      |     9.000e-10      |        5.500e+00         |      0.000e+00      |          7.252e+08          |         5.000e-01         |
|    514     |     3.000e-08      |     9.000e-10      |        5.500e+00         |      0.000e+00      |          7.252e+08          |         1.500e+00         |
|    515     |     3.000e-08      |     9.000e-10      |        5.500e+00         |      0.000e+00      |          7.252e+08          |         4.500e+00         |
|    516     |     3.000e-08      |     9.000e-10      |        5.500e+00         |      0.000e+00      |          7.252e+09          |         5.000e-01         |
|    517     |     3.000e-08      |     9.000e-10      |        5.500e+00         |      0.000e+00      |          7.252e+09          |         1.500e+00         |
|    518     |     3.000e-08      |     9.000e-10      |        5.500e+00         |      0.000e+00      |          7.252e+09          |         4.500e+00         |
|    519     |     3.000e-08      |     9.000e-10      |        5.500e+00         |      0.000e+00      |          7.252e+10          |         5.000e-01         |
|    520     |     3.000e-08      |     9.000e-10      |        5.500e+00         |      0.000e+00      |          7.252e+10          |         1.500e+00         |
|    521     |     3.000e-08      |     9.000e-10      |        5.500e+00         |      0.000e+00      |          7.252e+10          |         4.500e+00         |
|    522     |     3.000e-08      |     9.000e-10      |        5.500e+00         |      2.500e-01      |          7.252e+08          |         5.000e-01         |
|    523     |     3.000e-08      |     9.000e-10      |        5.500e+00         |      2.500e-01      |          7.252e+08          |         1.500e+00         |
|    524     |     3.000e-08      |     9.000e-10      |        5.500e+00         |      2.500e-01      |          7.252e+08          |         4.500e+00         |
|    525     |     3.000e-08      |     9.000e-10      |        5.500e+00         |      2.500e-01      |          7.252e+09          |         5.000e-01         |
|    526     |     3.000e-08      |     9.000e-10      |        5.500e+00         |      2.500e-01      |          7.252e+09          |         1.500e+00         |
|    527     |     3.000e-08      |     9.000e-10      |        5.500e+00         |      2.500e-01      |          7.252e+09          |         4.500e+00         |
|    528     |     3.000e-08      |     9.000e-10      |        5.500e+00         |      2.500e-01      |          7.252e+10          |         5.000e-01         |
|    529     |     3.000e-08      |     9.000e-10      |        5.500e+00         |      2.500e-01      |          7.252e+10          |         1.500e+00         |
|    530     |     3.000e-08      |     9.000e-10      |        5.500e+00         |      2.500e-01      |          7.252e+10          |         4.500e+00         |
|    531     |     3.000e-08      |     9.000e-10      |        5.500e+00         |      1.000e+00      |          7.252e+08          |         5.000e-01         |
|    532     |     3.000e-08      |     9.000e-10      |        5.500e+00         |      1.000e+00      |          7.252e+08          |         1.500e+00         |
|    533     |     3.000e-08      |     9.000e-10      |        5.500e+00         |      1.000e+00      |          7.252e+08          |         4.500e+00         |
|    534     |     3.000e-08      |     9.000e-10      |        5.500e+00         |      1.000e+00      |          7.252e+09          |         5.000e-01         |
|    535     |     3.000e-08      |     9.000e-10      |        5.500e+00         |      1.000e+00      |          7.252e+09          |         1.500e+00         |
|    536     |     3.000e-08      |     9.000e-10      |        5.500e+00         |      1.000e+00      |          7.252e+09          |         4.500e+00         |
|    537     |     3.000e-08      |     9.000e-10      |        5.500e+00         |      1.000e+00      |          7.252e+10          |         5.000e-01         |
|    538     |     3.000e-08      |     9.000e-10      |        5.500e+00         |      1.000e+00      |          7.252e+10          |         1.500e+00         |
|    539     |     3.000e-08      |     9.000e-10      |        5.500e+00         |      1.000e+00      |          7.252e+10          |         4.500e+00         |
|    540     |     3.000e-08      |     9.000e-10      |        5.500e+01         |      0.000e+00      |          7.252e+08          |         5.000e-01         |
|    541     |     3.000e-08      |     9.000e-10      |        5.500e+01         |      0.000e+00      |          7.252e+08          |         1.500e+00         |
|    542     |     3.000e-08      |     9.000e-10      |        5.500e+01         |      0.000e+00      |          7.252e+08          |         4.500e+00         |
|    543     |     3.000e-08      |     9.000e-10      |        5.500e+01         |      0.000e+00      |          7.252e+09          |         5.000e-01         |
|    544     |     3.000e-08      |     9.000e-10      |        5.500e+01         |      0.000e+00      |          7.252e+09          |         1.500e+00         |
|    545     |     3.000e-08      |     9.000e-10      |        5.500e+01         |      0.000e+00      |          7.252e+09          |         4.500e+00         |
|    546     |     3.000e-08      |     9.000e-10      |        5.500e+01         |      0.000e+00      |          7.252e+10          |         5.000e-01         |
|    547     |     3.000e-08      |     9.000e-10      |        5.500e+01         |      0.000e+00      |          7.252e+10          |         1.500e+00         |
|    548     |     3.000e-08      |     9.000e-10      |        5.500e+01         |      0.000e+00      |          7.252e+10          |         4.500e+00         |
|    549     |     3.000e-08      |     9.000e-10      |        5.500e+01         |      2.500e-01      |          7.252e+08          |         5.000e-01         |
|    550     |     3.000e-08      |     9.000e-10      |        5.500e+01         |      2.500e-01      |          7.252e+08          |         1.500e+00         |
|    551     |     3.000e-08      |     9.000e-10      |        5.500e+01         |      2.500e-01      |          7.252e+08          |         4.500e+00         |
|    552     |     3.000e-08      |     9.000e-10      |        5.500e+01         |      2.500e-01      |          7.252e+09          |         5.000e-01         |
|    553     |     3.000e-08      |     9.000e-10      |        5.500e+01         |      2.500e-01      |          7.252e+09          |         1.500e+00         |
|    554     |     3.000e-08      |     9.000e-10      |        5.500e+01         |      2.500e-01      |          7.252e+09          |         4.500e+00         |
|    555     |     3.000e-08      |     9.000e-10      |        5.500e+01         |      2.500e-01      |          7.252e+10          |         5.000e-01         |
|    556     |     3.000e-08      |     9.000e-10      |        5.500e+01         |      2.500e-01      |          7.252e+10          |         1.500e+00         |
|    557     |     3.000e-08      |     9.000e-10      |        5.500e+01         |      2.500e-01      |          7.252e+10          |         4.500e+00         |
|    558     |     3.000e-08      |     9.000e-10      |        5.500e+01         |      1.000e+00      |          7.252e+08          |         5.000e-01         |
|    559     |     3.000e-08      |     9.000e-10      |        5.500e+01         |      1.000e+00      |          7.252e+08          |         1.500e+00         |
|    560     |     3.000e-08      |     9.000e-10      |        5.500e+01         |      1.000e+00      |          7.252e+08          |         4.500e+00         |
|    561     |     3.000e-08      |     9.000e-10      |        5.500e+01         |      1.000e+00      |          7.252e+09          |         5.000e-01         |
|    562     |     3.000e-08      |     9.000e-10      |        5.500e+01         |      1.000e+00      |          7.252e+09          |         1.500e+00         |
|    563     |     3.000e-08      |     9.000e-10      |        5.500e+01         |      1.000e+00      |          7.252e+09          |         4.500e+00         |
|    564     |     3.000e-08      |     9.000e-10      |        5.500e+01         |      1.000e+00      |          7.252e+10          |         5.000e-01         |
|    565     |     3.000e-08      |     9.000e-10      |        5.500e+01         |      1.000e+00      |          7.252e+10          |         1.500e+00         |
|    566     |     3.000e-08      |     9.000e-10      |        5.500e+01         |      1.000e+00      |          7.252e+10          |         4.500e+00         |
|    567     |     3.000e-08      |     3.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+08          |         5.000e-01         |
|    568     |     3.000e-08      |     3.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+08          |         1.500e+00         |
|    569     |     3.000e-08      |     3.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+08          |         4.500e+00         |
|    570     |     3.000e-08      |     3.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+09          |         5.000e-01         |
|    571     |     3.000e-08      |     3.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+09          |         1.500e+00         |
|    572     |     3.000e-08      |     3.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+09          |         4.500e+00         |
|    573     |     3.000e-08      |     3.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+10          |         5.000e-01         |
|    574     |     3.000e-08      |     3.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+10          |         1.500e+00         |
|    575     |     3.000e-08      |     3.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+10          |         4.500e+00         |
|    576     |     3.000e-08      |     3.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+08          |         5.000e-01         |
|    577     |     3.000e-08      |     3.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+08          |         1.500e+00         |
|    578     |     3.000e-08      |     3.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+08          |         4.500e+00         |
|    579     |     3.000e-08      |     3.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+09          |         5.000e-01         |
|    580     |     3.000e-08      |     3.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+09          |         1.500e+00         |
|    581     |     3.000e-08      |     3.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+09          |         4.500e+00         |
|    582     |     3.000e-08      |     3.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+10          |         5.000e-01         |
|    583     |     3.000e-08      |     3.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+10          |         1.500e+00         |
|    584     |     3.000e-08      |     3.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+10          |         4.500e+00         |
|    585     |     3.000e-08      |     3.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+08          |         5.000e-01         |
|    586     |     3.000e-08      |     3.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+08          |         1.500e+00         |
|    587     |     3.000e-08      |     3.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+08          |         4.500e+00         |
|    588     |     3.000e-08      |     3.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+09          |         5.000e-01         |
|    589     |     3.000e-08      |     3.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+09          |         1.500e+00         |
|    590     |     3.000e-08      |     3.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+09          |         4.500e+00         |
|    591     |     3.000e-08      |     3.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+10          |         5.000e-01         |
|    592     |     3.000e-08      |     3.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+10          |         1.500e+00         |
|    593     |     3.000e-08      |     3.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+10          |         4.500e+00         |
|    594     |     3.000e-08      |     3.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+08          |         5.000e-01         |
|    595     |     3.000e-08      |     3.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+08          |         1.500e+00         |
|    596     |     3.000e-08      |     3.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+08          |         4.500e+00         |
|    597     |     3.000e-08      |     3.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+09          |         5.000e-01         |
|    598     |     3.000e-08      |     3.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+09          |         1.500e+00         |
|    599     |     3.000e-08      |     3.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+09          |         4.500e+00         |
|    600     |     3.000e-08      |     3.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+10          |         5.000e-01         |
|    601     |     3.000e-08      |     3.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+10          |         1.500e+00         |
|    602     |     3.000e-08      |     3.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+10          |         4.500e+00         |
|    603     |     3.000e-08      |     3.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+08          |         5.000e-01         |
|    604     |     3.000e-08      |     3.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+08          |         1.500e+00         |
|    605     |     3.000e-08      |     3.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+08          |         4.500e+00         |
|    606     |     3.000e-08      |     3.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+09          |         5.000e-01         |
|    607     |     3.000e-08      |     3.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+09          |         1.500e+00         |
|    608     |     3.000e-08      |     3.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+09          |         4.500e+00         |
|    609     |     3.000e-08      |     3.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+10          |         5.000e-01         |
|    610     |     3.000e-08      |     3.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+10          |         1.500e+00         |
|    611     |     3.000e-08      |     3.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+10          |         4.500e+00         |
|    612     |     3.000e-08      |     3.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+08          |         5.000e-01         |
|    613     |     3.000e-08      |     3.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+08          |         1.500e+00         |
|    614     |     3.000e-08      |     3.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+08          |         4.500e+00         |
|    615     |     3.000e-08      |     3.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+09          |         5.000e-01         |
|    616     |     3.000e-08      |     3.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+09          |         1.500e+00         |
|    617     |     3.000e-08      |     3.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+09          |         4.500e+00         |
|    618     |     3.000e-08      |     3.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+10          |         5.000e-01         |
|    619     |     3.000e-08      |     3.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+10          |         1.500e+00         |
|    620     |     3.000e-08      |     3.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+10          |         4.500e+00         |
|    621     |     3.000e-08      |     3.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+08          |         5.000e-01         |
|    622     |     3.000e-08      |     3.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+08          |         1.500e+00         |
|    623     |     3.000e-08      |     3.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+08          |         4.500e+00         |
|    624     |     3.000e-08      |     3.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+09          |         5.000e-01         |
|    625     |     3.000e-08      |     3.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+09          |         1.500e+00         |
|    626     |     3.000e-08      |     3.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+09          |         4.500e+00         |
|    627     |     3.000e-08      |     3.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+10          |         5.000e-01         |
|    628     |     3.000e-08      |     3.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+10          |         1.500e+00         |
|    629     |     3.000e-08      |     3.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+10          |         4.500e+00         |
|    630     |     3.000e-08      |     3.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+08          |         5.000e-01         |
|    631     |     3.000e-08      |     3.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+08          |         1.500e+00         |
|    632     |     3.000e-08      |     3.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+08          |         4.500e+00         |
|    633     |     3.000e-08      |     3.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+09          |         5.000e-01         |
|    634     |     3.000e-08      |     3.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+09          |         1.500e+00         |
|    635     |     3.000e-08      |     3.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+09          |         4.500e+00         |
|    636     |     3.000e-08      |     3.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+10          |         5.000e-01         |
|    637     |     3.000e-08      |     3.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+10          |         1.500e+00         |
|    638     |     3.000e-08      |     3.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+10          |         4.500e+00         |
|    639     |     3.000e-08      |     3.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+08          |         5.000e-01         |
|    640     |     3.000e-08      |     3.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+08          |         1.500e+00         |
|    641     |     3.000e-08      |     3.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+08          |         4.500e+00         |
|    642     |     3.000e-08      |     3.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+09          |         5.000e-01         |
|    643     |     3.000e-08      |     3.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+09          |         1.500e+00         |
|    644     |     3.000e-08      |     3.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+09          |         4.500e+00         |
|    645     |     3.000e-08      |     3.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+10          |         5.000e-01         |
|    646     |     3.000e-08      |     3.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+10          |         1.500e+00         |
|    647     |     3.000e-08      |     3.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+10          |         4.500e+00         |
|    648     |     3.000e-08      |     9.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+08          |         5.000e-01         |
|    649     |     3.000e-08      |     9.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+08          |         1.500e+00         |
|    650     |     3.000e-08      |     9.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+08          |         4.500e+00         |
|    651     |     3.000e-08      |     9.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+09          |         5.000e-01         |
|    652     |     3.000e-08      |     9.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+09          |         1.500e+00         |
|    653     |     3.000e-08      |     9.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+09          |         4.500e+00         |
|    654     |     3.000e-08      |     9.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+10          |         5.000e-01         |
|    655     |     3.000e-08      |     9.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+10          |         1.500e+00         |
|    656     |     3.000e-08      |     9.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+10          |         4.500e+00         |
|    657     |     3.000e-08      |     9.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+08          |         5.000e-01         |
|    658     |     3.000e-08      |     9.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+08          |         1.500e+00         |
|    659     |     3.000e-08      |     9.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+08          |         4.500e+00         |
|    660     |     3.000e-08      |     9.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+09          |         5.000e-01         |
|    661     |     3.000e-08      |     9.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+09          |         1.500e+00         |
|    662     |     3.000e-08      |     9.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+09          |         4.500e+00         |
|    663     |     3.000e-08      |     9.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+10          |         5.000e-01         |
|    664     |     3.000e-08      |     9.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+10          |         1.500e+00         |
|    665     |     3.000e-08      |     9.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+10          |         4.500e+00         |
|    666     |     3.000e-08      |     9.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+08          |         5.000e-01         |
|    667     |     3.000e-08      |     9.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+08          |         1.500e+00         |
|    668     |     3.000e-08      |     9.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+08          |         4.500e+00         |
|    669     |     3.000e-08      |     9.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+09          |         5.000e-01         |
|    670     |     3.000e-08      |     9.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+09          |         1.500e+00         |
|    671     |     3.000e-08      |     9.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+09          |         4.500e+00         |
|    672     |     3.000e-08      |     9.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+10          |         5.000e-01         |
|    673     |     3.000e-08      |     9.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+10          |         1.500e+00         |
|    674     |     3.000e-08      |     9.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+10          |         4.500e+00         |
|    675     |     3.000e-08      |     9.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+08          |         5.000e-01         |
|    676     |     3.000e-08      |     9.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+08          |         1.500e+00         |
|    677     |     3.000e-08      |     9.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+08          |         4.500e+00         |
|    678     |     3.000e-08      |     9.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+09          |         5.000e-01         |
|    679     |     3.000e-08      |     9.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+09          |         1.500e+00         |
|    680     |     3.000e-08      |     9.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+09          |         4.500e+00         |
|    681     |     3.000e-08      |     9.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+10          |         5.000e-01         |
|    682     |     3.000e-08      |     9.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+10          |         1.500e+00         |
|    683     |     3.000e-08      |     9.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+10          |         4.500e+00         |
|    684     |     3.000e-08      |     9.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+08          |         5.000e-01         |
